"id","name","category","pow","int","spd","vit","luk","hp","sp","atk","def","mat","mdf","text","mov","hpr","spr","exp","pet"
"8a20c25a-5616-475e-ac1e-e1c0136a04de","ステンレスナイフ","武器","0","0","2","0","0","0","0","40","0","0","0","","0","0","0","0","0"
"d74d16eb-2803-4750-8581-896e4fec21e2","インセクトジョー","武器","0","-1","3","0","0","0","0","57","0","0","0","","0","0","0","0","0"
"fdb69895-337d-4b3f-ba65-b34a544d2f41","七支刀","武器","1","0","0","0","0","0","0","50","0","0","0","","0","0","0","0","0"
"fee3ee3e-f9ec-41ec-9b04-a293fbeeb5c4","七支刀・雅","武器","3","0","0","0","0","0","0","80","0","0","0","","0","0","0","0","0"
"6b672fa1-d7a5-48e5-8815-165e92c9320a","七支刀・羅刹","武器","5","0","0","-1","0","0","0","115","0","0","0","","0","0","0","0","0"
"12d57637-8856-4b6d-8fc9-014d750c896f","七支刀・夜叉","武器","6","0","0","-2","0","0","0","170","0","0","0","","0","0","0","0","0"
"5e9d3053-6047-4483-ae1c-295991395490","七支刀・天龍","武器","8","0","0","-3","0","0","0","212","0","0","0","","0","0","0","0","0"
"d0e795fe-2986-47ed-b156-287eee3cf7c2","ねこぱんち","武器","0","0","2","0","2","0","0","42","0","0","0","","0","0","0","0","0"
"25370dea-017b-45a6-88cd-f2f8890b715c","みけねこぱんち","武器","0","0","1","2","0","0","0","72","0","0","0","","0","0","0","0","0"
"aa187383-714d-4ade-b367-ab1512d05784","くろねこぱんち","武器","0","2","1","0","0","0","0","72","0","0","0","","0","0","0","0","0"
"83f2aba8-d869-437c-a646-d67ca4c2a615","しまねこぱんち","武器","2","0","1","0","0","0","0","72","0","0","0","","0","0","0","0","0"
"1454123c-ad9e-48a2-aecf-c1231b0ba354","ハードフィスト","武器","0","-2","4","0","0","0","0","72","0","0","0","","0","0","0","0","0"
"865f6267-6113-481b-a2cd-0ca9d0ae8c1e","ベアクロー","武器","0","-3","5","0","0","0","0","81","0","0","0","","0","0","0","0","0"
"e56f04b1-3471-45a0-b465-62c36d5f846b","Ｇドラゴンクロー","武器","0","-3","6","0","0","0","0","106","0","0","0","","0","0","0","0","0"
"3d7f9c4a-a3e8-48d5-9fa0-63a84b1f2dc3","Ｇガイアブレード","武器","0","-2","6","0","0","0","0","134","0","0","0","","0","0","0","0","0"
"23890324-d030-48af-971d-d56ea8c3e2f3","Ｒドラゴンクロー","武器","5","-2","0","0","0","0","0","106","0","0","0","","0","0","0","0","0"
"4efd631a-48de-4883-acf2-889c89968d05","Ｒガイアブレード","武器","5","0","0","0","0","0","0","134","0","0","0","","0","0","0","0","0"
"6bac9ef6-6865-44bf-abb1-ff6571c2d890","Ｂドラゴンクロー","武器","-2","5","0","0","0","0","0","106","0","0","0","","0","0","0","0","0"
"6bbf2314-96f1-4d9e-82b6-b22d761dd4b1","Ｂガイアブレード","武器","0","6","0","0","0","0","0","134","0","0","0","","0","0","0","0","0"
"0d27ad2e-3703-4254-aa07-087c09eadf09","Ａドラゴンクロー","武器","0","0","0","1","5","0","0","106","0","0","0","","0","0","0","0","0"
"c2c7345e-f7dd-4320-a92a-f8c2f8ef305c","Ａガイアブレード","武器","0","0","0","2","7","0","0","170","0","0","0","","0","0","0","0","0"
"a6b07721-6bbc-4879-a9ae-482eaee9b69c","幻夢剣・月影","武器","2","0","1","0","0","0","0","100","0","0","0","","0","0","0","0","0"
"ba78d36e-3982-42e1-af7d-098b243b9402","幻夢剣・真月","武器","3","0","2","0","0","0","0","115","0","0","0","","0","0","0","0","0"
"e1009772-34ef-462e-8e59-28550cce7585","聖拳ゴッドハンド","武器","4","0","3","0","0","0","0","140","0","0","0","","0","0","0","0","0"
"c62d5080-ae7c-4630-a0da-c938498f2f18","超拳サイコハンダー","武器","5","0","6","0","0","0","0","215","0","0","0","","0","0","0","0","0"
"f6513bb4-7ab3-4cd4-af3c-dc712bc6fd8d","ホークネイル","武器","0","-1","4","0","0","0","0","80","0","0","0","","0","0","0","0","0"
"7c1272ea-3cf2-4503-9dc3-94c305d11957","ビーストファング","武器","0","-1","5","0","0","0","0","120","0","0","0","","0","0","0","0","0"
"f75567ea-fb1d-48f6-9e11-d7cb5fe42a0c","デモンタスク","武器","0","4","0","0","-2","0","0","144","0","0","0","","0","0","0","0","0"
"e978c6e9-e53a-41c1-880b-70e1c1aab68d","ＤＥＢＡナイフ","武器","1","0","1","0","0","0","0","21","0","0","0","","0","0","0","0","0"
"8ccbd9ce-533f-494d-8ef2-b171ed83473d","ナマハゲブレード","武器","2","0","1","0","0","0","0","46","0","0","0","","0","0","0","0","0"
"d91d41c8-c0bf-43af-b759-bc874131fe34","ナマハゲブレード","武器","0","2","1","0","0","0","0","42","0","0","0","","0","0","0","0","0"
"6ba21374-4ee5-4af6-a23b-7291f3f1e8c8","漢ドス","武器","3","0","0","1","0","0","0","90","0","0","0","","0","0","0","0","0"
"ce11b83b-935b-4a64-bfa0-a6fa0352857e","ローニンブレード","武器","2","0","2","0","0","0","0","111","0","0","0","","0","0","0","0","0"
"323be0c1-d5f5-4c03-af02-2cd5ef4ebc24","木の棍棒","武器","0","0","-2","0","0","0","0","26","0","0","0","","0","0","0","0","0"
"343b476f-9f35-48e7-a04e-eb42a8dd8a6f","樫の木棍棒","武器","0","0","-3","0","0","0","0","45","0","0","0","","0","0","0","0","0"
"72b21e1c-632a-4948-91c0-b58905ccd6d8","ペロリンハンマー","武器","0","0","1","2","0","0","0","46","0","0","0","","0","0","0","0","0"
"f757c383-c91b-4c74-9ebe-26841329fd43","ロリポップン","武器","0","3","0","3","0","0","0","74","0","0","0","","0","0","0","0","0"
"7ab5046b-e1a0-43b1-a35c-b2820f120d30","ベリーロリポップン","武器","0","4","0","3","0","0","0","88","0","0","0","","0","0","0","0","0"
"66feb08e-acd5-4293-b314-abf7d5d88d5a","岩の棍棒","武器","0","0","-4","0","0","0","0","67","0","0","0","","0","0","0","0","0"
"ac96777e-dc99-459a-8846-d5f7d2d02e62","大かなづち","武器","0","0","-4","0","0","0","0","75","0","0","0","","0","0","0","0","0"
"72e189e3-2385-4ae7-9b04-514d52962ee8","鋼鉄の棍棒","武器","0","0","-4","3","0","0","0","76","0","0","0","","0","0","0","0","0"
"aa5859f7-c332-4f79-ac87-761ff8f69445","アースクエイカー","武器","5","0","-6","0","0","0","0","110","0","0","0","","0","0","0","0","0"
"ebe2de85-939f-4fd1-af43-f5453f365b34","フォトンハンマー","武器","7","0","-4","0","0","0","0","144","0","0","0","","0","0","0","0","0"
"94607697-40e2-4060-af0a-8c91b102ba4e","メイス","武器","0","0","-3","0","1","0","0","89","0","0","0","","0","0","0","0","0"
"d4e6931a-3554-411d-8da7-a78e1cb68642","セイクロッド","武器","0","0","2","3","0","0","0","120","0","0","0","","0","0","0","0","0"
"095bee23-77f9-484e-a74f-3c78fc02fb43","セイントロッド","武器","-1","6","0","3","0","0","0","0","0","140","0","","0","0","0","0","0"
"f216a962-9c06-43d6-a433-bff423337554","フレイル","武器","0","0","-4","0","2","0","0","106","0","0","0","","0","0","0","0","0"
"aaa2c83e-70e7-40bb-beef-0d8715b7165d","モーニングスター","武器","0","0","-4","0","3","0","0","130","0","0","0","","0","0","0","0","0"
"0732dbd2-a620-4afa-bb53-dee23fc3d9a7","稲妻のメイス","武器","0","0","5","0","4","0","0","151","0","0","0","","0","0","0","0","0"
"87e44b6b-a94d-404e-b8e4-b7d25ea75d72","古びた杖","武器","0","0","0","0","0","0","0","9","0","0","0","","0","0","0","0","0"
"18469711-80f6-490a-8b31-23db1024cc1b","樫の木の杖","武器","0","0","0","0","0","0","0","15","0","0","0","","0","0","0","0","0"
"a801c006-51db-47f8-8114-ca4f7002bb2c","モリッコプリストの杖","武器","0","1","0","1","0","0","0","9","0","0","0","","0","0","0","0","0"
"575e2ef5-5abc-4c88-aa2f-e816c087ee87","千年樹の杖","武器","0","1","0","0","0","0","0","30","0","0","0","","0","0","0","0","0"
"1e9cc0ab-53ef-40ac-9401-9fa20627ad48","木霊の杖","武器","0","3","0","0","1","0","0","41","0","0","0","","0","0","0","0","0"
"ad28a19b-b6c8-4e62-a22a-5a1ee2870d35","キャンディスティック","武器","0","2","1","0","0","0","0","44","0","0","0","","0","0","0","0","0"
"5e9e12a1-1aff-49d9-8e47-f236578b7187","シルバーワンド","武器","0","2","0","0","3","0","0","68","0","0","0","","0","0","0","0","0"
"853a1dcb-8418-4938-94f5-8ea638d0c35b","プラチナステッキ","武器","0","1","0","2","0","0","0","74","0","0","0","","0","0","0","0","0"
"c1839528-a9a7-4bca-863a-d7541f78f085","セラミックワンド","武器","0","1","0","3","0","0","0","105","0","0","0","","0","0","0","0","0"
"cbb709e3-7af9-4af1-8c28-728d0638e366","水晶の杖","武器","0","3","0","0","2","0","0","70","0","0","0","","0","0","0","0","0"
"2cabc736-8cc9-474c-a310-bbb7a8d9d193","アメジストワンド","武器","0","4","0","0","2","0","0","100","0","0","0","","0","0","0","0","0"
"bc10beca-6a03-4885-874d-3bd6da93c59b","カーマインロッド","武器","2","3","0","0","0","0","0","98","0","0","0","","0","0","0","0","0"
"fa11d647-61fb-421d-a3b2-75cc7c7072cb","ステラステッキ","武器","2","5","0","0","0","0","0","125","0","0","0","","0","0","0","0","0"
"96bfa935-dd2d-4267-a220-80aad80f0d67","スターライトステッキ","武器","-2","7","3","0","0","0","0","0","0","150","0","","0","0","0","0","0"
"3d341871-9a2d-4792-ac10-dabbb8509b23","コバルトワンド","武器","0","3","0","2","0","0","0","98","0","0","0","","0","0","0","0","0"
"6b186f75-28dc-4a59-a6eb-2f0b5d1e8a0d","グリーンステッキ","武器","0","3","2","0","0","0","0","98","0","0","0","","0","0","0","0","0"
"64f3cd14-ed6b-43aa-a4a8-17ec74cd5e40","ブラックコーン","武器","-3","7","0","0","0","0","0","126","0","0","0","","0","0","0","0","0"
"f259763d-8c0d-4d5b-9b53-094d194c6ed9","エンジェルトゥース","武器","-4","8","0","0","0","0","0","130","0","0","0","","0","0","0","0","0"
"dd11a349-9f91-4972-9722-63b354b8384d","アザゼルサイプレス","武器","-2","10","0","0","0","0","100","200","0","0","0","","0","0","0","0","0"
"2354b9b9-879b-4474-9d51-9c82fb7b74dd","ダイヤスティック","武器","0","5","0","0","3","0","0","123","0","0","0","","0","0","0","0","0"
"69e16834-a0d8-4973-a752-cfc7ca612065","プチトマホーク","武器","0","0","-1","0","0","0","0","19","0","0","0","","0","0","0","0","0"
"be2d759c-be4b-4e84-bdf7-e299e53be6d5","ライトアックス","武器","0","0","-2","0","0","0","0","49","0","0","0","","0","0","0","0","0"
"50b0d595-181b-432c-89aa-f42901da14cf","ハンドアックス","武器","0","0","-3","0","0","0","0","70","0","0","0","","0","0","0","0","0"
"a72522e2-e3a9-4468-8a05-495acae051d9","大鉈","武器","0","-2","0","0","0","0","0","73","0","0","0","","0","0","0","0","0"
"5fbc9432-85a0-4227-b225-c40058ed6f00","アイアンアックス","武器","0","0","-3","0","0","0","0","82","0","0","0","","0","0","0","0","0"
"56f42914-5001-460c-870b-a3fbb45f600d","大大剣","武器","0","0","-2","3","0","0","0","102","0","0","0","","0","0","0","0","0"
"0a13ae22-b4e5-422a-8214-f93426c83c7c","プレートブレード","武器","0","0","-3","4","0","0","0","120","0","0","0","","0","0","0","0","0"
"56c6baca-b4eb-4979-97b9-cfc4c6b1e9b1","エンシェントブレード","武器","0","0","-4","8","0","0","0","220","0","0","0","","0","0","0","0","0"
"d5c28982-c5bb-4c69-9282-2d7b5d95bef6","グラヴィティブレード","武器","0","0","-5","12","0","0","0","255","0","0","0","","0","0","0","0","0"
"3f6ff7df-6e0c-4b1d-8b18-d9ab758633cb","ヘビーアックス","武器","0","0","-4","0","0","0","0","118","0","0","0","","0","0","0","0","0"
"480b62ab-9c0e-49a4-9ba2-c7f85fe81d50","大斧剣","武器","8","0","-5","0","0","0","0","225","0","0","0","","0","0","0","0","0"
"ca3cf586-b392-4ac5-be13-3788a884dee1","ホーリーハルバード","武器","0","7","0","5","0","0","0","158","0","0","0","","0","0","0","0","0"
"e006770b-a5cd-473e-8a88-81a94b268b3e","バースデイソード","武器","0","0","0","2","0","0","0","18","0","0","0","","0","0","0","0","0"
"ac601ac0-0657-4cc7-92e4-be900ec2e32e","むしとりネット","武器","0","0","1","0","0","0","0","7","0","0","0","","0","0","0","0","0"
"9babb889-9e3e-403f-a5b4-6c6e27956983","キャリバーン","武器","1","2","0","1","0","0","0","110","0","0","0","","0","0","0","0","0"
"252d3e9d-d22c-47ce-acc3-03326035d906","ピコハン","武器","1","0","0","0","0","0","0","38","0","0","0","","0","0","0","0","0"
"bbc2767c-5693-4df7-b260-c6c92eb762a1","ポコハン","武器","2","0","0","0","0","50","0","70","0","0","0","","0","0","0","0","0"
"d84e39b3-a3ff-4d81-a277-52016a40c77e","ボコハン","武器","3","0","0","0","0","100","0","100","0","0","0","","0","0","0","0","0"
"b697ebdd-e11c-40d4-8dee-bdf8476d6de6","ブランブルーム","武器","0","0","1","1","0","0","0","33","0","0","0","","0","0","0","0","0"
"86ce066f-2f98-42e7-8057-2fcad43ecd6b","炎の剣","武器","1","1","0","0","0","0","0","30","0","0","0","","0","0","0","0","0"
"dae3ad5a-bd67-4404-bb14-6af241763a8f","チョコベル","武器","0","0","2","0","2","0","0","69","0","0","0","","0","0","0","0","0"
"fbb3ba5a-b45f-48a4-9d0c-b76388cad1e7","チョコベルド♪","武器","3","0","0","0","1","0","0","69","0","0","0","","0","0","0","0","0"
"cdd99753-83d6-4174-bf16-7e95490effcc","チョコベルレ♪","武器","0","2","0","0","2","0","0","69","0","0","0","","0","0","0","0","0"
"aa7e8db8-6547-4cbb-a5dd-41835d3fdd33","チョコベルミ♪","武器","0","0","0","2","2","0","0","69","0","0","0","","0","0","0","0","0"
"049e5b95-20b9-47c2-b692-0cb8e03749c5","チョコベルファ♪","武器","0","0","2","0","2","0","0","69","0","0","0","","0","0","0","0","0"
"80c252b0-136f-4e22-a948-4ecba47c09c0","チョコベルソ♪","武器","1","0","0","0","3","0","0","69","0","0","0","","0","0","0","0","0"
"d4a322d3-6a56-4558-8ccd-00c257896f7e","チョコベルラ♪","武器","0","3","0","0","1","0","0","69","0","0","0","","0","0","0","0","0"
"d4aeb427-c55d-477a-9169-44d7196a71b4","チョコベルシ♪","武器","0","0","0","3","1","0","0","69","0","0","0","","0","0","0","0","0"
"bd128a7f-7c7a-40fa-876c-497d2914312f","チョコクラソード","武器","2","0","0","0","0","0","0","70","0","0","0","","0","0","0","0","0"
"1075aa20-4af1-4276-b39f-50c2172109ac","チョコウサソード","武器","3","0","1","0","1","0","0","80","20","0","0","","0","0","0","0","0"
"0c92c3c9-1b4b-4a5a-b039-ce1cf71d6121","舞扇・ヒイロ","武器","0","1","0","0","0","0","0","35","0","0","0","","0","0","0","0","0"
"e56d5574-6fbc-472d-a484-068666f8d181","舞扇・キキョウ","武器","0","3","0","0","0","0","0","71","0","0","0","","0","0","0","0","0"
"ee2ade73-b4f2-47b4-a57b-92abda4fcec5","舞扇・ナデシコ","武器","0","4","1","0","0","0","0","102","0","0","0","","0","0","0","0","0"
"9aeece4b-0a04-4af6-a244-a4905194081a","天狗扇・ヤツデ","武器","0","0","2","1","0","0","0","76","0","0","0","","0","0","0","0","0"
"1cea076b-207d-4756-a099-eeca2a7caed4","天狗扇・オオヤツデ","武器","0","0","3","2","0","0","0","105","0","0","0","","0","0","0","0","0"
"a89f15de-4e5a-420b-bb69-29e2bde4519a","フリフラフープ","武器","0","5","0","0","0","0","0","110","0","0","0","","0","0","0","0","0"
"e337df5a-ea18-4eee-9ec0-4ba7a4c7ce16","ボッケンソード","武器","2","0","2","0","0","0","0","42","0","0","0","","0","0","0","0","0"
"ffca0faa-a2f8-421e-b589-4f0334f2ce82","ふわふさしっぽ剣","武器","0","2","0","2","0","0","0","42","0","0","0","","0","0","0","0","0"
"3f51a3eb-8cb9-4e1e-9f98-9e1d87e84e21","ケロケロ笛","武器","1","0","3","0","0","0","0","80","0","0","0","","0","0","0","0","0"
"54fdd825-da42-47d7-a6c1-7ca9db8e4e07","プチエンジェ","武器","0","2","1","0","3","0","0","118","0","0","0","","0","0","0","0","0"
"a7aa4205-8f9e-473d-a3e8-3f412b73cc03","プチデビルン","武器","2","0","3","1","0","0","0","138","0","0","0","","0","0","0","0","0"
"1045f031-66a8-4750-b553-2ab6691c4b03","大海賊の野心","武器","5","0","-2","0","0","0","0","118","0","0","0","","0","0","0","0","0"
"d6d11a8f-ac99-48ce-a127-bdc849a7f037","カマキリシックル","武器","1","0","2","0","0","0","0","60","0","0","0","","0","0","0","0","0"
"776a633e-9aad-4477-920f-35a2a57183f2","カマキリサイズ","武器","3","0","2","0","0","0","0","85","0","0","0","","0","0","0","0","0"
"8da96796-0832-4b2e-aed4-57deea46c1ad","バチバチステッキ","武器","0","0","0","0","5","0","0","21","0","0","0","","0","0","0","0","0"
"f6ecc5e5-aaa4-42b2-961b-9108b887391f","幸運の小槌","武器","0","0","1","0","5","0","0","3","0","0","0","","0","0","0","0","0"
"e637206c-4218-4a9f-aede-c55c71e320c0","奇跡の小槌","武器","0","0","2","0","6","0","0","3","0","0","0","","0","0","0","0","0"
"4faa7cee-544f-45d7-9f78-14d38760fefc","女神の小槌","武器","0","0","3","0","7","0","0","3","0","0","0","","0","0","0","0","0"
"97fd6248-53d9-42c6-994e-5e9535e1604f","クレッセントロッド","武器","0","2","1","0","0","0","0","69","0","0","0","","0","0","0","0","0"
"eb6cafbd-f14c-4671-8101-1e59b2337370","パルティノヴァ","武器","0","9","0","3","0","0","0","148","0","0","0","","0","0","0","0","0"
"413d88fc-bd43-4292-972c-6ecfa264bec5","HG10周年ソード","武器","0","0","1","0","6","0","0","17","0","0","0","","0","0","0","0","0"
"c3bb2a84-1e14-496d-ab85-a1e6a81825ec","あくまのやり","武器","3","0","0","0","-2","0","0","78","0","0","0","","0","0","0","0","0"
"ee71d791-94da-4c47-8a48-894174ef19f8","硬質な魔導書","武器","1","6","0","0","0","0","0","150","0","0","0","","0","0","0","0","0"
"1f9545a2-0573-4338-81fb-f77b6a8a6786","パラディンソード","武器","0","0","5","0","2","0","0","140","0","0","0","","0","0","0","0","0"
"a9292175-c10c-4ec1-a34f-b98c9c9bb9e5","鬼哭妖刀","武器","9","0","0","0","-2","0","0","210","0","0","0","","0","0","0","0","0"
"c04cd15b-fcac-4e9f-b0d6-a016019a347f","雷神トールハンマー","武器","5","0","-3","2","0","0","0","190","0","0","0","","0","0","0","0","0"
"c2eda87f-d321-4a70-bbf6-f3cbd7e7bc58","ベアトンハンマー","武器","0","0","0","1","7","0","0","120","0","0","0","","0","0","0","0","0"
"07eba46e-b562-4f2e-9f2a-6255d0c2552d","青い風船","武器","0","0","4","0","1","0","0","7","0","0","0","","0","0","0","0","0"
"470e5712-0837-4ef5-8fa6-4201a7ac3f71","黄色い風船","武器","0","0","4","0","1","0","0","7","0","0","0","","0","0","0","0","0"
"e5b9292d-fe8d-4df4-95de-658a0cebe8c0","赤い風船","武器","0","0","4","0","1","0","0","7","0","0","0","","0","0","0","0","0"
"263cd3e2-f8b0-48ab-acb1-101ca163a536","アクアプラチナハート","武器","0","0","7","0","1","0","0","17","0","0","0","","0","0","0","0","0"
"dc303d58-e20f-4fc9-b513-e952c4843b7f","シャイニーハート","武器","0","0","7","0","1","0","0","17","0","0","0","","0","0","0","0","0"
"44c8587e-24b4-447b-983b-4d8a81d9261d","ピンクジュエルハート","武器","0","0","7","0","1","0","0","17","0","0","0","","0","0","0","0","0"
"e1fe3f20-458d-4f5f-8bb7-3e4fc5066bf2","にゃんこぱんち","武器","0","0","2","0","2","0","0","41","0","0","0","","0","0","0","0","0"
"7a5df86a-f04b-4476-9024-d2474037729b","アニバーサリーソード","武器","0","0","0","0","0","0","0","15","0","0","0","","0","0","0","0","0"
"2228bb94-ad32-4f8c-804b-2ee0f01a23d2","アニバーサリーソード","武器","4","0","0","0","0","0","0","76","0","0","0","","0","0","0","0","0"
"fc92cf90-8cc0-4fff-8dc7-47a7687bae71","チューリッピステッキ","武器","3","0","0","0","1","0","0","36","0","0","0","","0","0","0","0","0"
"6c058e4c-6131-43dc-b89f-b1590bae2c35","天照刀(Ev)","武器","0","0","0","0","0","0","0","75","0","0","0","","0","0","0","0","0"
"e7d50685-1a21-4302-8210-83dab50f00dc","パイ投げ風ビビリ","武器","0","-2","0","3","0","0","0","75","0","0","0","","0","0","0","0","0"
"fdf7673c-ec1e-4199-91e3-b6983423f476","パイ投げ風ブラック","武器","0","3","0","-2","0","0","0","75","0","0","0","","0","0","0","0","0"
"a058aac7-0cb9-4344-8a2d-19f4b0f0c589","ベノムソード","武器","4","0","0","1","0","0","0","170","0","0","0","","0","0","0","0","0"
"fe4062bd-aa28-4d81-8479-a027d31e964d","ベノムソードγ","武器","5","0","10","10","0","0","0","330","0","0","0","","0","0","0","0","0"
"728e138b-b4bb-46eb-9d3b-d2910629e62a","トラニャフォーク","武器","1","0","0","0","0","0","0","10","0","0","0","","0","0","0","0","0"
"c05b5cda-b62d-4cb7-8a81-e0fb891be19d","クロニャフォーク","武器","2","0","0","0","0","0","0","60","0","0","0","","0","0","0","0","0"
